Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Mexico,MEX,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,8.26171016693115,6.33102989196777,5.33292007446289,5.26965999603271,5.73285007476807,7.16351985931396,7.36051988601685,7.12679004669189,4.38244009017944,2.97639989852905,1.77625000476837,2.43499994277954,5.01799011230469,7.11796998977661,7.2519998550415,7.63704013824463,8.08275032043457,8.01016044616699,..
Mexico,MEX,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,96.9030075073242,96.762092590332,96.8702697753906,96.5311279296875,95.9171600341797,96.0821685791016,96.0974578857422,96.3935775756836,95.6096115112305,95.7048034667969,96.9408264160156,96.6935806274414,97.5841293334961,97.8710403442383,97.9377670288086,97.9123764038086,..,..,..
Mexico,MEX,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,12.7612199783325,..,..,14.3226099014282,13.9571304321289,14.7796497344971,14.7103900909424,15.3742599487305,16.0160598754883,..,17.1284694671631,..,..,..
Mexico,MEX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,47.6764907836914,47.6300010681152,51.8123016357422,48.4199981689453,54.364559173584,52.1100006103516,..,54.7599983215332,56.5583801269531,57.0900001525879,59.538761138916,60.0400009155273,61.171070098877,62.2000007629395,..,64.4899978637695,..,66.1100006103516,..
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.84568977355957,4.69992017745972,4.69050979614258,4.82006978988647,5.18794012069702,5.15922021865845,5.10564994812012,5.10309982299805,4.69605016708374,5.25747013092041,5.22942018508911,4.90681982040405,4.51821994781494,4.2542200088501,..,4.62572002410889,..,..,..
Mexico,MEX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,21.9037895202637,20.8243198394775,19.8890705108643,17.3801593780518,18.6651191711426,18.6425895690918,18.4210205078125,18.0871906280518,16.9059906005859,18.8059406280518,19.0187492370605,17.9393291473389,17.577299118042,16.5778503417969,..,16.1958599090576,..,..,..
Mexico,MEX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,91.6302719116211,91.7345199584961,92.7951736450195,92.9255981445312,93.4418792724609,93.0689392089844,93.5199813842773,94.228401184082,93.9628524780273,94.5558776855469,94.472282409668,94.859619140625,94.9727783203125,95.3799133300781,..,95.2478485107422,..,..,..
Mexico,MEX,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,29.8,28.4,..,30.1,..,27.6,..,27.5,..,27,..,25.2,..,23.9,..,24.7,..,22.5,..
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,43.6,..,41.9,..,43.9,..,36.3,..
Mexico,MEX,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,7.8,5.4,..,6,..,4.7,..,4.2,..,4,..,2.3,..,1.9,..,2.1,..,1.2,..
