Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Mexico,MEX,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,20613.5608936288,21312.1043998266,21470.4706476403,21400.0290197575,19806.3685701595,20517.021610795,20922.7925985989,21365.7329201852,21265.8326111243,21529.333279763,21854.5865327363,21991.3269091997,22162.2016475114,22385.2085435731,22131.7315094332,20070.4920941741,21123.6718346798,21809.5928486565,..
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.11324711473297,4.80501352193184,2.07786393942817,0.943331858052289,-6.29525055291316,4.9713345620779,3.44404507835114,3.55321075014902,0.852101564092919,2.50376350288664,2.70232342550646,1.77249323408108,1.87172852475888,1.97208211117706,-0.278148781271128,-8.65158681905974,5.83782952301841,3.89823146126129,..
Mexico,MEX,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.8849827349563,6.10715435556119,6.12779215120692,6.31038165916277,5.24348242663082,4.37296442827116,5.66963362393503,4.54221495501793,1.70388279390848,4.36836889546018,3.22542892220264,6.07758783903645,6.56759494838649,5.20449996518977,4.28758053550031,4.84133265906684,4.40704438422156,6.71992371939933,..
Mexico,MEX,Gini index,SI.POV.GINI,50.9,49.7,..,50.8,..,47.7,..,49.6,..,48.9,..,46.9,..,46,..,44.6,..,43.5,..
Mexico,MEX,Control of Corruption: Estimate,CC.EST,-0.344179540872574,-0.325125187635422,-0.341457366943359,-0.309849888086319,-0.365960121154785,-0.439748138189316,-0.474737763404846,-0.484527587890625,-0.591520249843597,-0.84264999628067,-0.888690233230591,-0.850071728229523,-0.951904118061066,-0.948684394359589,-0.917184710502625,-0.921504735946655,-1.02031004428864,-1.01186621189117,..
Mexico,MEX,Control of Corruption: Percentile Rank,CC.PER.RNK,45.8536567687988,43.9024391174316,45.6310691833496,45.6310691833496,44.4976081848145,40.476188659668,39.3364944458008,37.9146919250488,34.5971565246582,22.115385055542,19.5238094329834,20.4761905670166,16.1904754638672,16.6666660308838,18.0952377319336,19.5238094329834,17.619047164917,17.4528293609619,..
Mexico,MEX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.398440003395081,0.369219988584518,0.398330003023148,0.443870007991791,0.47953999042511,0.494850009679794,0.471289992332458,0.420960009098053,0.425029993057251,0.43529999256134,0.42943000793457,0.387780010700226,0.328319996595383,0.306430011987686,0.283939987421036,0.300029993057251,0.282429993152618,0.268550008535385,..
Mexico,MEX,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.46497631,2.4219811,2.52675939,2.61655521,2.86067653,2.8809936,2.91415977,3.00721931,3.12253189,2.89231014,2.98734307,2.84779787,2.75801325,2.67172027,2.67861629,3.29035473,3.04519415,..,..
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.84568977355957,4.69992017745972,4.69050979614258,4.82006978988647,5.18794012069702,5.15922021865845,5.10564994812012,5.10309982299805,4.69605016708374,5.25747013092041,5.22942018508911,4.90681982040405,4.51821994781494,4.2542200088501,..,4.62572002410889,..,..,..
Mexico,MEX,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,8.26171016693115,6.33102989196777,5.33292007446289,5.26965999603271,5.73285007476807,7.16351985931396,7.36051988601685,7.12679004669189,4.38244009017944,2.97639989852905,1.77625000476837,2.43499994277954,5.01799011230469,7.11796998977661,7.2519998550415,7.63704013824463,8.08275032043457,8.01016044616699,..
